datetime,portfolio_value,cash,return
2023-02-13 09:30:00-05:00,100000.0,100000.0,
2023-02-14 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-15 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-16 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-17 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-18 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-21 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-22 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-23 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-24 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-25 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-27 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-28 09:30:00-05:00,100000.0,100000.0,0.0
2023-03-01 09:30:00-05:00,100000.0,100000.0,0.0
2023-03-02 09:30:00-05:00,100000.0,100000.0,0.0
2023-03-03 09:30:00-05:00,100000.0,100000.0,0.0
2023-03-04 09:30:00-05:00,100000.0,100000.0,0.0
2023-03-06 09:30:00-05:00,100000.0,100000.0,0.0
2023-03-07 09:30:00-05:00,100000.0,100000.0,0.0
2023-03-08 09:30:00-05:00,100000.0,100000.0,0.0
2023-03-09 09:30:00-05:00,100000.0,100000.0,0.0
2023-03-10 09:30:00-05:00,100000.0,100000.0,0.0
2023-03-11 09:30:00-05:00,100000.0,100000.0,0.0
2023-03-13 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-14 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-15 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-16 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-17 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-18 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-20 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-21 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-22 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-23 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-24 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-25 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-27 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-28 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-29 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-30 09:30:00-04:00,100000.0,100000.0,0.0
2023-03-31 09:30:00-04:00,100000.0,100000.0,0.0
2023-04-01 09:30:00-04:00,100000.0,100000.0,0.0
2023-04-03 09:30:00-04:00,100000.0,100000.0,0.0
2023-04-04 09:30:00-04:00,100000.0,100000.0,0.0
2023-04-05 09:30:00-04:00,100000.0,100000.0,0.0
2023-04-06 09:30:00-04:00,100000.0,100000.0,0.0
2023-04-07 09:30:00-04:00,100000.0,100000.0,0.0
2023-04-10 09:30:00-04:00,100000.0,100000.0,0.0
2023-04-11 09:30:00-04:00,99803.58178710938,150051.72119140625,-0.0019641821289062555
2023-04-12 09:30:00-04:00,100131.76208496094,150051.72119140625,0.0032882617234279987
2023-04-13 09:30:00-04:00,99688.90148925781,150051.72119140625,-0.004422778411982464
2023-04-14 09:30:00-04:00,99688.90148925781,150051.72119140625,0.0
2023-04-15 09:30:00-04:00,99688.90148925781,150051.72119140625,0.0
2023-04-17 09:30:00-04:00,99350.96282958984,150051.72119140625,-0.0033899326265961482
2023-04-18 09:30:00-04:00,99760.88104248047,150051.72119140625,0.004125961150409196
2023-04-19 09:30:00-04:00,99884.10223388672,150051.72119140625,0.001235165428759455
2023-04-20 09:30:00-04:00,99764.54089355469,150051.72119140625,-0.0011970007003924144
2023-04-21 09:30:00-04:00,99764.54089355469,150051.72119140625,0.0
2023-04-22 09:30:00-04:00,99764.54089355469,150051.72119140625,0.0
2023-04-24 09:30:00-04:00,99960.96282958984,150051.72119140625,0.00196885520923451
2023-04-25 09:30:00-04:00,100431.88104248047,150051.72119140625,0.004711021178271713
2023-04-26 09:30:00-04:00,100397.72119140625,150051.72119140625,-0.0003401295556714201
2023-04-27 09:30:00-04:00,99849.9423828125,150051.72119140625,-0.005456088067471332
2023-04-28 09:30:00-04:00,99849.9423828125,150051.72119140625,0.0
2023-04-29 09:30:00-04:00,99849.9423828125,150051.72119140625,0.0
2023-05-01 09:30:00-04:00,99449.78253173828,150051.72119140625,-0.0040076122381729196
2023-05-02 09:30:00-04:00,99865.80297851562,150051.72119140625,0.004183221282002991
2023-05-03 09:30:00-04:00,100406.26208496094,150051.72119140625,0.005411853610805872
2023-05-04 09:30:00-04:00,100164.7007446289,150051.72119140625,-0.0024058393900534547
2023-05-05 09:30:00-04:00,100164.7007446289,150051.72119140625,0.0
2023-05-06 09:30:00-04:00,100164.7007446289,150051.72119140625,0.0
2023-05-08 09:30:00-04:00,99893.86059570312,150051.72119140625,-0.0027039480666576354
2023-05-09 09:30:00-04:00,99558.36059570312,150051.72119140625,-0.0033585647606299007
2023-05-10 09:30:00-04:00,99793.81970214844,150051.72119140625,0.0023650359953342193
2023-05-11 09:30:00-04:00,99614.47955322266,150051.72119140625,-0.001797106769347523
2023-05-12 09:30:00-04:00,99614.47955322266,150051.72119140625,0.0
2023-05-13 09:30:00-04:00,99614.47955322266,150051.72119140625,0.0
2023-05-15 09:30:00-04:00,99804.80297851562,150051.72119140625,0.0019106000066113626
2023-05-16 09:30:00-04:00,99745.02044677734,150051.72119140625,-0.0005989945368776173
