2024-02-12 09:54:48,821: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-12 09:54:49,351: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-12 09:54:49,352: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-12 09:54:49,352: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-12 09:54:49,352: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-12 09:54:49,353: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-12 09:54:49[0m
2024-02-12 09:54:49,353: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 09:54:49,357: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 09:54:49,358: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-02-12 09:54:49,359: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-12 09:54:49[0m
2024-02-12 09:54:49,359: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-12 09:54:49,359: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 09:54:49,360: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 09:54:49,360: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-12 09:54:49,360: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-12 09:54:49,360: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-02-12 09:54:49,360: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-02-12 09:54:49,362: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-12 09:54:49,362: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
